src_stkcd,dst_stkcd,dst_name,event_date,EndDate,ActualGuaranteeAmount,GuaranteeTypeID,CurrencyCode,is_listed_target,year
002564,601727,上海电气集团股份有限公司,2021-12-01,2023-11-30,16000.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2019-10-31,2021-10-31,16000.0,P7930,CNY,True,2019
002564,601727,上海电气集团股份有限公司,2020-12-18,2021-12-18,22200.0,P7930,CNY,True,2020
002564,601727,上海电气集团股份有限公司,2020-04-22,2021-04-06,32000.0,P7930,CNY,True,2020
002564,601727,上海电气集团股份有限公司,2019-12-20,2023-06-17,40000.0,P7930,CNY,True,2019
002564,601727,上海电气集团股份有限公司,2019-09-05,2022-09-05,96000.0,P7930,CNY,True,2019
002564,601727,上海电气集团股份有限公司,2022-03-16,2023-03-16,1312.0,P7930,CNY,True,2022
002564,601727,上海电气集团股份有限公司,2022-01-24,2023-01-23,4128.0,P7930,CNY,True,2022
002564,601727,上海电气集团股份有限公司,2021-02-23,2023-02-22,4800.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-04-02,2022-03-16,5440.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-12-15,2022-12-15,5945.6,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-08-02,2022-07-28,6048.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-03-31,2023-03-31,6400.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-07-30,2022-07-27,6400.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2022-01-25,2023-01-24,6400.0,P7930,CNY,True,2022
002564,601727,上海电气集团股份有限公司,2022-01-21,2022-06-01,6400.0,P7930,CNY,True,2022
002564,601727,上海电气集团股份有限公司,2022-04-29,2023-04-29,6400.0,P7930,CNY,True,2022
002564,601727,上海电气集团股份有限公司,2022-05-23,2023-05-22,6400.0,P7930,CNY,True,2022
002564,601727,上海电气集团股份有限公司,2020-01-21,2022-01-22,6400.0,P7930,CNY,True,2020
002564,601727,上海电气集团股份有限公司,2020-04-30,2022-04-29,6400.0,P7930,CNY,True,2020
002564,601727,上海电气集团股份有限公司,2021-06-21,2023-06-14,7400.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-07-14,2022-07-08,9600.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-12-15,2023-12-15,9600.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2019-12-06,2031-11-28,10000.0,P7930,CNY,True,2019
002564,601727,上海电气集团股份有限公司,2021-04-22,2024-04-22,10240.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-09-02,2024-06-14,10400.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-01-14,2023-01-13,12000.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-05-24,2022-05-24,12800.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2022-05-24,2022-09-01,12800.0,P7930,CNY,True,2022
002564,601727,上海电气集团股份有限公司,2022-06-01,2024-05-31,12800.0,P7930,CNY,True,2022
002564,601727,上海电气集团股份有限公司,2020-08-20,2022-08-19,14080.0,P7930,CNY,True,2020
002564,601727,上海电气集团股份有限公司,2021-10-29,2022-06-01,15744.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-12-27,2023-12-26,16000.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-12-01,2023-11-30,16000.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2022-06-16,2022-09-01,19200.0,P7930,CNY,True,2022
002564,601727,上海电气集团股份有限公司,2021-10-27,2023-10-27,21200.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-10-26,2022-10-26,22200.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2019-12-20,2023-06-17,40000.0,P7930,CNY,True,2019
002564,601727,上海电气集团股份有限公司,2019-09-05,2022-09-05,96000.0,P7930,CNY,True,2019
002564,601727,上海电气集团股份有限公司,2021-06-21,2023-06-14,7400.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2019-12-06,2031-11-28,10000.0,P7930,CNY,True,2019
002564,601727,上海电气集团股份有限公司,2021-09-02,2024-06-14,10400.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-01-14,2023-01-13,12000.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2021-10-27,2023-10-27,21200.0,P7930,CNY,True,2021
002564,601727,上海电气集团股份有限公司,2019-12-20,2023-06-13,40000.0,P7930,CNY,True,2019
002597,001217,安徽华尔泰化工股份有限公司,2012-10-25,,,P7912,CNY,True,2012
002597,001217,安徽华尔泰化工股份有限公司,2012-10-25,,,P7912,CNY,True,2012
002597,001217,安徽华尔泰化工股份有限公司,2012-10-25,,,P7912,CNY,True,2012
002597,001217,安徽华尔泰化工股份有限公司,2013-04-23,,3000.0,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2013-07-30,,,P7910,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2014-03-18,,,P7910,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-03-18,,3000.0,P7912,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-03-18,,9800.0,P7912,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-03-18,,1000.0,P7912,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-03-18,,2000.0,P7912,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-03-18,,3000.0,P7912,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-07-18,,,P7910,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-08-19,,,P7910,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2013-02-27,2018-02-24,7962.5,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2015-03-20,,5800.0,P7912,CNY,True,2015
002597,001217,安徽华尔泰化工股份有限公司,2013-01-09,2018-01-09,2000.0,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2013-01-11,2018-01-11,2000.0,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2014-12-24,2015-06-22,2000.0,P7912,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-09-29,2015-09-28,1000.0,P7912,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-10-20,2015-10-19,1000.0,P7912,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2014-08-24,2015-08-24,2000.0,P7912,CNY,True,2014
002597,001217,安徽华尔泰化工股份有限公司,2015-08-19,,,P7912,CNY,True,2015
002597,001217,安徽华尔泰化工股份有限公司,2015-11-30,,,P7912,CNY,True,2015
002597,001217,安徽华尔泰化工股份有限公司,2015-10-21,2016-10-20,1000.0,P7912,CNY,True,2015
002597,001217,安徽华尔泰化工股份有限公司,2015-09-21,2016-09-20,1000.0,P7912,CNY,True,2015
002597,001217,安徽华尔泰化工股份有限公司,2015-08-27,2016-08-26,1500.0,P7912,CNY,True,2015
002597,001217,安徽华尔泰化工股份有限公司,2013-01-11,2018-01-11,2000.0,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2013-01-09,2018-01-09,750.0,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2016-03-29,,3000.0,P7912,CNY,True,2016
002597,001217,安徽华尔泰化工股份有限公司,2016-03-29,,5000.0,P7912,CNY,True,2016
002597,001217,安徽华尔泰化工股份有限公司,2015-11-30,2016-11-29,2000.0,P7912,CNY,True,2015
002597,001217,安徽华尔泰化工股份有限公司,2013-02-22,2018-02-27,5512.5,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2016-09-21,,,P7910,CNY,True,2016
002597,001217,安徽华尔泰化工股份有限公司,2016-09-21,,,P7910,CNY,True,2016
002597,001217,安徽华尔泰化工股份有限公司,2017-03-17,,1000.0,P7912,CNY,True,2017
002597,001217,安徽华尔泰化工股份有限公司,2016-11-15,2017-11-14,1000.0,P7912,CNY,True,2016
002597,001217,安徽华尔泰化工股份有限公司,2013-01-11,2018-01-11,1250.0,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2013-01-09,2018-01-09,150.0,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2012-12-20,2020-12-17,2200.0,P7912,CNY,True,2012
002597,001217,安徽华尔泰化工股份有限公司,2013-02-22,2018-02-27,3062.5,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2017-03-17,,5000.0,P7912,CNY,True,2017
002597,001217,安徽华尔泰化工股份有限公司,2017-03-17,,6000.0,P7912,CNY,True,2017
002597,001217,安徽华尔泰化工股份有限公司,2013-02-22,2018-02-27,612.5,P7912,CNY,True,2013
002597,001217,安徽华尔泰化工股份有限公司,2012-12-20,2020-12-17,1400.0,P7912,CNY,True,2012
002600,002600,广东领益智造股份有限公司,2024-04-30,,6000.0,P7912,CNY,True,2024
002600,002600,广东领益智造股份有限公司,2024-04-30,,9600.0,P7912,CNY,True,2024
002600,002600,广东领益智造股份有限公司,2024-04-30,,15000.0,P7912,CNY,True,2024
002601,002167,广东东方锆业科技股份有限公司,2019-12-28,,,P7912,CNY,True,2019
002601,002167,广东东方锆业科技股份有限公司,2020-03-25,,,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-07-23,,,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-09-18,2021-03-18,1200.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-03-31,2021-03-31,2400.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-03-31,2021-03-31,2400.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-07-07,2021-07-07,2578.68,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-22,2021-04-22,4260.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-10-10,2021-10-10,4490.7,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-17,2021-04-17,4900.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-21,2021-04-21,4900.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-20,2021-04-20,4950.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-16,2021-04-16,4990.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-08-26,2021-08-26,5157.35,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-06-16,2021-06-16,9791.2,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-02-25,2021-02-25,11168.12,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-02-27,2021-02-27,18831.89,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-01-16,2021-12-26,19899.79,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-09-18,2021-03-18,1200.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-03-31,2021-03-31,2400.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-03-31,2021-03-31,2400.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-07-07,2021-07-07,2578.68,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-22,2021-04-22,4260.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-10-10,2021-10-10,4490.7,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-17,2021-04-17,4900.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-21,2021-04-21,4900.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-20,2021-04-20,4950.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-04-16,2021-04-16,4990.0,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-08-26,2021-08-26,5157.35,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-06-16,2021-06-16,9791.2,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-02-25,2021-02-25,11168.12,P7912,CNY,True,2020
002601,002167,广东东方锆业科技股份有限公司,2020-02-27,2021-02-27,18831.89,P7912,CNY,True,2020
002768,300239,包头东宝生物技术股份有限公司,2022-04-26,,20000.0,P7912,CNY,True,2022
002768,300239,包头东宝生物技术股份有限公司,2023-04-26,,3000.0,P7912,CNY,True,2023
002768,300239,包头东宝生物技术股份有限公司,2023-04-26,,16300.0,P7912,CNY,True,2023
002768,300239,包头东宝生物技术股份有限公司,2023-04-26,,20000.0,P7912,CNY,True,2023
002768,300239,包头东宝生物技术股份有限公司,2024-04-26,,3000.0,P7910,CNY,True,2024
002768,300239,包头东宝生物技术股份有限公司,2024-04-26,,16300.0,P7910,CNY,True,2024
002768,300239,包头东宝生物技术股份有限公司,2024-04-26,,20000.0,P7910,CNY,True,2024
002768,300239,包头东宝生物技术股份有限公司,2024-04-26,,20000.0,P7912,CNY,True,2024
300081,600999,招商证券股份有限公司,2021-04-20,,5000.0,P7930,CNY,True,2021
300102,000563,陕西省国际信托股份有限公司,2018-04-27,,,P7910,CNY,True,2018
300145,300145,南方泵业股份有限公司,2021-07-28,2024-07-27,10000.0,P7912,CNY,True,2021
300145,300145,南方泵业股份有限公司,2021-07-28,2024-07-27,8000.0,P7912,CNY,True,2021
300145,300145,南方泵业股份有限公司,2023-04-25,,10000.0,P7912,CNY,True,2023
300145,300145,南方泵业股份有限公司,2024-04-26,,9960.0,P7912,CNY,True,2024
300145,300145,南方泵业股份有限公司,2023-09-05,2026-09-04,10000.0,P7912,CNY,True,2023
300274,002797,第一创业证券股份有限公司,2019-03-30,,,P7912,CNY,True,2019
300274,002797,第一创业证券股份有限公司,2020-04-25,,76041.0,P7912,CNY,True,2020
300676,600036,招商银行股份有限公司,2021-04-26,,,P7912,CNY,True,2021
300724,688599,天合光能股份有限公司,2020-08-27,,,"P7912,P7930",CNY,True,2020
300724,688599,天合光能股份有限公司,2021-04-29,,18018.29,P7930,CNY,True,2021
300724,688599,天合光能股份有限公司,2022-04-27,,18018.29,"P7912,P7930",CNY,True,2022
300750,002340,格林美股份有限公司,2022-04-22,,,P7912,CNY,True,2022
300750,002340,格林美股份有限公司,2023-03-10,,,P7912,CNY,True,2023
300750,002340,格林美股份有限公司,2024-03-16,,,P7910,CNY,True,2024
300838,600989,宁夏宝丰能源集团股份有限公司,2022-03-31,2022-10-08,80.0,P7910,CNY,True,2022
301070,301070,开勒环境科技(上海)股份有限公司,2023-04-25,,281.14,P7912,CNY,True,2023
301070,301070,开勒环境科技(上海)股份有限公司,2023-04-25,,396.77,P7912,CNY,True,2023
301070,301070,开勒环境科技(上海)股份有限公司,2023-04-25,,505.37,P7912,CNY,True,2023
301129,601939,中国建设银行股份有限公司,2020-06-02,2021-06-01,500.0,P7910,CNY,True,2020
301226,301226,常州祥明智能动力股份有限公司,2022-09-27,2023-03-27,200000.0,P7930,CNY,True,2022
601038,002051,中工国际工程股份有限公司,2019-12-19,2021-01-22,18.01865,P7910,CNY,True,2019
601117,600935,安徽华塑股份有限公司,2011-01-06,,72000.0,P7912,CNY,True,2011
601117,600935,安徽华塑股份有限公司,2010-08-01,2022-08-01,31900.0,P7912,CNY,True,2010
601117,600935,安徽华塑股份有限公司,2014-04-16,,72000.0,P7912,CNY,True,2014
601117,600935,安徽华塑股份有限公司,2015-04-17,,46400.0,P7912,CNY,True,2015
601117,002140,东华工程科技股份有限公司,2015-04-23,,,"P7911,P7912",CNY,True,2015
601117,002140,东华工程科技股份有限公司,2015-12-30,,,"P7911,P7912",CNY,True,2015
601117,600935,安徽华塑股份有限公司,2016-04-20,,45700.0,P7912,CNY,True,2016
601117,600935,安徽华塑股份有限公司,2010-11-01,2025-04-25,41900.0,P7912,CNY,True,2010
601117,002140,东华工程科技股份有限公司,2017-04-22,,,"P7911,P7912",CNY,True,2017
601117,002140,东华工程科技股份有限公司,2017-04-22,,,"P7911,P7912",CNY,True,2017
601117,600935,安徽华塑股份有限公司,2010-11-01,2025-04-25,37200.0,P7912,CNY,True,2010
601117,002140,东华工程科技股份有限公司,2019-04-12,,,"P7911,P7912",CNY,True,2019
601117,002140,东华工程科技股份有限公司,2019-04-12,,,"P7911,P7912",CNY,True,2019
601117,600935,安徽华塑股份有限公司,2010-11-01,2025-04-25,31400.0,P7912,CNY,True,2010
601117,600935,安徽华塑股份有限公司,2010-11-01,2025-04-25,25300.0,P7912,CNY,True,2010
601117,600935,安徽华塑股份有限公司,2010-11-01,2025-04-25,18100.0,P7912,CNY,True,2010
601117,600935,安徽华塑股份有限公司,2010-11-01,2025-04-25,6300.0,P7912,CNY,True,2010
601118,600500,中化国际(控股)股份有限公司,2023-10-28,,99163.6346,P7912,CNY,True,2023
601598,601598,中国外运股份有限公司,2021-03-31,,,P7910,CNY,True,2021
601615,601615,明阳智慧能源集团股份公司,2020-04-04,,243771.46,P7910,CNY,True,2020
601669,600852,中国四川国际合作股份有限公司,2010-09-27,,209.75,P7912,CNY,True,2010
601669,600852,中国四川国际合作股份有限公司,2009-02-02,,439.8,P7912,CNY,True,2009
601669,600852,中国四川国际合作股份有限公司,2011-01-31,,2996.18,P7912,CNY,True,2011
601669,600852,中国四川国际合作股份有限公司,2011-02-01,,12916.98,P7912,CNY,True,2011
601669,600852,中国四川国际合作股份有限公司,2011-01-31,,2996.18,P7912,CNY,True,2011
601669,600852,中国四川国际合作股份有限公司,2011-02-01,,12916.98,P7912,CNY,True,2011
601669,600852,中国四川国际合作股份有限公司,2011-02-01,,7742.87,P7912,CNY,True,2011
601669,600852,中国四川国际合作股份有限公司,2011-02-01,,7742.87,P7912,CNY,True,2011
601669,600852,中国四川国际合作股份有限公司,2011-02-01,,7742.87,P7912,CNY,True,2011
601669,600852,中国四川国际合作股份有限公司,2016-04-28,,7742.87,P7910,CNY,True,2016
601669,603693,江苏省新能源开发股份有限公司,2017-04-27,,6269.4,P7910,CNY,True,2017
601669,603693,江苏省新能源开发股份有限公司,2009-03-31,2026-03-29,6269.4,P7912,CNY,True,2009
601669,002305,南国置业股份有限公司,2018-04-25,,100000.0,P7910,CNY,True,2018
601669,002305,南国置业股份有限公司,2019-04-27,,126650.0,P7910,CNY,True,2019
601669,603693,江苏省新能源开发股份有限公司,2019-04-27,,4350.0,P7910,CNY,True,2019
601669,603693,江苏省新能源开发股份有限公司,2019-04-27,2026-03-29,4350.0,P7912,CNY,True,2019
601669,002305,南国置业股份有限公司,2020-04-24,,,P7910,CNY,True,2020
601669,603693,江苏省新能源开发股份有限公司,2009-03-31,2026-03-29,3540.0,P7912,CNY,True,2009
601669,603693,江苏省新能源开发股份有限公司,2009-03-31,2026-03-29,3540.0,P7912,CNY,True,2009
601669,603693,江苏省新能源开发股份有限公司,2009-03-31,2026-03-29,30.0,P7912,CNY,True,2009
601688,601988,中国银行股份有限公司,2014-09-19,,,P7912,CNY,True,2014
601688,601988,中国银行股份有限公司,2014-09-24,2020-05-07,300000.0,P7912,CNY,True,2014
601688,601988,中国银行股份有限公司,2014-09-24,2020-05-07,300000.0,P7912,CNY,True,2014
601688,601988,中国银行股份有限公司,2014-09-24,2020-05-07,300000.0,P7912,CNY,True,2014
601778,603855,华荣科技股份有限公司,2021-04-28,2021-09-30,1200.0,P7910,CNY,True,2021
601778,603855,华荣科技股份有限公司,2021-04-28,2021-09-30,2200.0,P7910,CNY,True,2021
601877,600032,浙江省新能源投资集团股份有限公司,2021-04-29,,39700.0,P7910,CNY,True,2021
601992,000856,唐山冀东装备工程股份有限公司,2017-03-30,,58800.0,P7910,CNY,True,2017
601992,000856,唐山冀东装备工程股份有限公司,2018-03-30,,56800.0,P7910,CNY,True,2018
601992,000856,唐山冀东装备工程股份有限公司,2019-03-29,,,P7910,CNY,True,2019
601992,000856,唐山冀东装备工程股份有限公司,2019-03-29,,,P7910,CNY,True,2019
601992,000856,唐山冀东装备工程股份有限公司,2020-04-01,,,P7910,CNY,True,2020
601992,000856,唐山冀东装备工程股份有限公司,2020-04-01,,,P7910,CNY,True,2020
601992,000856,唐山冀东装备工程股份有限公司,2021-03-26,,,P7910,CNY,True,2021
601992,000856,唐山冀东装备工程股份有限公司,2021-03-26,,,P7910,CNY,True,2021
601992,000856,唐山冀东装备工程股份有限公司,2021-03-26,,,P7910,CNY,True,2021
601992,000856,唐山冀东装备工程股份有限公司,2021-03-26,,,P7910,CNY,True,2021
603076,603076,宁波乐惠国际工程装备股份有限公司,2021-04-16,,,"P7911,P7912",CNY,True,2021
603823,603823,百合花集团股份有限公司,2020-04-18,,,P7910,CNY,True,2020
603858,603858,山东步长制药股份有限公司,2020-04-28,,,"P7911,P7912",CNY,True,2020
603890,300710,杭州万隆光电设备股份有限公司,2022-06-30,,30000000.0,P7912,CNY,True,2022
688119,601865,福莱特玻璃集团股份有限公司,2023-04-21,,22.48864,P7910,CNY,True,2023
688119,603257,中国瑞林工程技术股份有限公司,2023-04-21,,50.0,P7910,CNY,True,2023
688178,002672,东江环保股份有限公司,2021-12-22,2026-12-21,2560.0,P7930,CNY,True,2021
688178,002672,东江环保股份有限公司,2021-12-22,2026-12-21,2560.0,P7930,CNY,True,2021
688568,600956,新天绿色能源股份有限公司,2020-10-29,2021-10-14,12.0,P7910,CNY,True,2020
688599,300724,深圳市捷佳伟创新能源装备股份有限公司,2020-08-27,,,P7910,CNY,True,2020
688599,300724,深圳市捷佳伟创新能源装备股份有限公司,2020-09-01,2022-09-01,18018.3,P7912,CNY,True,2020
